    Z    A Einc(MeV)     ELossL1     ELossL2        ERes
    4    7      10.5        10.5           0           0
    4    7      10.6        10.6           0           0
    4    7      10.7        10.7           0           0
    4    7      10.8        10.8           0           0
    4    7      10.9        10.9           0           0
    4    7        11          11           0           0
    4    7      11.1        11.1           0           0
    4    7      11.2        11.2           0           0
    4    7      11.3        11.3           0           0
    4    7      11.4        11.4           0           0
    4    7      11.5        11.5           0           0
    4    7      11.6        11.6           0           0
    4    7      11.7        11.7           0           0
    4    7      11.8        11.8           0           0
    4    7      11.9        11.9           0           0
    4    7        12          12           0           0
    4    7      12.1        12.1           0           0
    4    7      12.2        12.2           0           0
    4    7      12.3        12.3           0           0
    4    7      12.4        12.4           0           0
    4    7      12.5        12.5           0           0
    4    7      12.6        12.6           0           0
    4    7      12.7        12.7           0           0
    4    7      12.8        12.8           0           0
    4    7      12.9        12.9           0           0
    4    7        13          13           0           0
    4    7      13.1        13.1           0           0
    4    7      13.2        13.2           0           0
    4    7      13.3        13.3           0           0
    4    7      13.4        13.4           0           0
    4    7      13.5        13.5           0           0
    4    7      13.6        13.6           0           0
    4    7      13.7        13.7           0           0
    4    7      13.8        13.8           0           0
    4    7      13.9        13.9           0           0
    4    7        14          14           0           0
    4    7      14.1        14.1           0           0
    4    7      14.2        14.2           0           0
    4    7      14.3        14.3           0           0
    4    7      14.4        14.4           0           0
    4    7      14.5        14.5           0           0
    4    7      14.6        14.6           0           0
    4    7      14.7        14.7           0           0
    4    7      14.8        14.8           0           0
    4    7      14.9        14.9           0           0
    4    7        15          15           0           0
    4    7      15.1        15.1           0           0
    4    7      15.2        15.2           0           0
    4    7      15.3        15.3           0           0
    4    7      15.4        15.4           0           0
    4    7      15.5        15.5           0           0
    4    7      15.6        15.6           0           0
    4    7      15.7        15.7           0           0
    4    7      15.8        15.8           0           0
    4    7      15.9        15.9           0           0
    4    7        16          16           0           0
    4    7      16.1        16.1           0           0
    4    7      16.2        16.2           0           0
    4    7      16.3        16.3           0           0
    4    7      16.4        16.4           0           0
    4    7      16.5        16.5           0           0
    4    7      16.6        16.6           0           0
    4    7      16.7        16.7           0           0
    4    7      16.8        16.8           0           0
    4    7      16.9        16.9           0           0
    4    7        17          17           0           0
    4    7      17.1        17.1           0           0
    4    7      17.2        17.2           0           0
    4    7      17.3        17.3           0           0
    4    7      17.4        17.4           0           0
    4    7      17.5        17.5           0           0
    4    7      17.6        17.6           0           0
    4    7      17.7        17.7           0           0
    4    7      17.8        17.8           0           0
    4    7      17.9        17.9           0           0
    4    7        18          18           0           0
    4    7      18.1        18.1           0           0
    4    7      18.2        18.2           0           0
    4    7      18.3        18.3           0           0
    4    7      18.4        18.4           0           0
    4    7      18.5        18.5           0           0
    4    7      18.6        18.6           0           0
    4    7      18.7        18.7           0           0
    4    7      18.8        18.8           0           0
    4    7      18.9        18.9           0           0
    4    7        19          19           0           0
    4    7      19.1        19.1           0           0
    4    7      19.2        19.2           0           0
    4    7      19.3        19.3           0           0
    4    7      19.4        19.4           0           0
    4    7      19.5        19.5           0           0
    4    7      19.6        19.6           0           0
    4    7      19.7        19.7           0           0
    4    7      19.8        19.8           0           0
    4    7      19.9        19.9           0           0
    4    7        20          20           0           0
    4    7      20.1        20.1           0           0
    4    7      20.2        20.2           0           0
    4    7      20.3        20.3           0           0
    4    7      20.4        20.4           0           0
    4    7      20.5        20.5           0           0
    4    7      20.6        20.6           0           0
    4    7      20.7        20.7           0           0
    4    7      20.8        20.8           0           0
    4    7      20.9        20.9           0           0
    4    7        21          21           0           0
    4    7      21.1        21.1           0           0
    4    7      21.2        21.2           0           0
    4    7      21.3        21.3           0           0
    4    7      21.4        21.4           0           0
    4    7      21.5        21.5           0           0
    4    7      21.6        21.6           0           0
    4    7      21.7        21.7           0           0
    4    7      21.8        21.8           0           0
    4    7      21.9        21.9           0           0
    4    7        22          22           0           0
    4    7      22.1        22.1           0           0
    4    7      22.2        22.2           0           0
    4    7      22.3        22.3           0           0
    4    7      22.4        22.4           0           0
    4    7      22.5        22.5           0           0
    4    7      22.6        22.6           0           0
    4    7      22.7        22.7           0           0
    4    7      22.8        22.8           0           0
    4    7      22.9        22.9           0           0
    4    7        23          23           0           0
    4    7      23.1        23.1           0           0
    4    7      23.2        23.2           0           0
    4    7      23.3        23.3           0           0
    4    7      23.4        23.4           0           0
    4    7      23.5        23.5           0           0
    4    7      23.6        23.6           0           0
    4    7      23.7        23.7           0           0
    4    7      23.8        23.8           0           0
    4    7      23.9        23.9           0           0
    4    7        24          24           0           0
    4    7      24.1        24.1           0           0
    4    7      24.2        24.2           0           0
    4    7      24.3        24.3           0           0
    4    7      24.4        24.4           0           0
    4    7      24.5        24.5           0           0
    4    7      24.6        24.6           0           0
    4    7      24.7        24.7           0           0
    4    7      24.8        24.8           0           0
    4    7      24.9        24.9           0           0
    4    7        25          25           0           0
    4    7      25.1        25.1           0           0
